index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,GCS,POLYGON
41561,지에스커넥트,LH 대전충남본부,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산중로 108(둔산동)(LH 대전충남지역본부),24시간 이용가능,,,,"('36.3563531074845', '127.387230191489')","(990111.6646141296, 1817589.2033886712)"
41741,지에스커넥트,㈜대전공업사,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 벚꽃길 86㈜대전공업사,24시간 이용가능,,,,"('36.4315855564107', '127.424185228358')","(993444.7695155632, 1825963.609042897)"
41776,지에스커넥트,㈜월드플랜트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 한밭대로 492번길 16-18주차장(봉명동 664-1),24시간 이용가능,,,,"('36.3591336629266', '127.352168074324')","(986949.2888061564, 1817898.7174288037)"
41795,지에스커넥트,㈜현우모터스,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 대종로 27㈜현우모터스,24시간 이용가능,,,,"('36.2965504827844', '127.457483413581')","(996448.0500905239, 1810932.3492575851)"
41825,지에스커넥트,가람아파트,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 둔산북로 215(둔산동, 가람아파트)(1805 가람아파트)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3571902934838', '127.396899099074')","(990983.7374354162, 1817682.3936977226)"
42134,지에스커넥트,경인한의원,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 정림로77번길 5경인한의원,09:00~18:00,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3069250197665', '127.364361582538')","(988049.0642478048, 1812087.177824287)"
42950,지에스커넥트,남대전엑스포종합정비,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 안골로28번길 67남대전엑스포종합정비,24시간 이용가능,,,,"('36.2704580917377', '127.468818573321')","(997470.4080608827, 1808027.9074876772)"
43453,지에스커넥트,대사동 행정복지센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 충무로 65(대사동)(대사동 116-8),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3176786443152', '127.424854160478')","(993505.1028589129, 1813284.2040478038)"
43455,지에스커넥트,대성공업사,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 대화로 16지상주차장,24시간 이용가능,,,,"('36.3684903638835', '127.417909530337')","(992878.7422130371, 1818940.2468554906)"
43544,지에스커넥트,대전 목양마을 아파트,1,DC차데모+DC콤보,대전광역시 ,중구 ,"대전광역시 중구 목동로 37(목동, 목양마을아파트)(24 목양마을아파트)",24시간 이용가능,거주자외 출입제한,,,"('36.3340562653375', '127.407148425674')","(991908.1602914376, 1815107.2583820638)"
43546,지에스커넥트,대전 중구 문화1동주민센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 문화로 195대전 중구 문화1동주민센터(284-169 문화1동주민센터),주중:09시~18시,,,,"('36.3153616933095', '127.406458675955')","(991845.9493355316, 1813026.2955538006)"
43547,지에스커넥트,대전 홍도 아파트,1,AC완속,대전광역시 ,동구 ,"대전광역시 동구 동서대로 1579(홍도동, 홍도아파트)(14-1 홍도아파트)",24시간 이용가능,거주자외 출입제한,,,"('36.3447991042821', '127.427278470337')","(993723.7599015849, 1816303.0840195937)"
43549,지에스커넥트,대전 홍인오피스텔,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대학로 28(봉명동)(536-9 홍인오피스텔),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3562291790401', '127.342997258175')","(986122.1406053654, 1817575.4084493818)"
43551,지에스커넥트,대전미르마을,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 선화로 22번길 25지하주차장(용두동 39),24시간 이용가능,거주자외 출입제한,,,"('36.3240710334074', '127.414492179499')","(992570.5193077697, 1813995.7648187447)"
43555,지에스커넥트,대전봉산LH3단지아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 와룡로136번길 97대전봉산LH3단지아파트(봉산동 302),24시간 이용가능,,7kW,,"('36.4396394656934', '127.38600585863')","(990001.2377224511, 1826860.1198490495)"
43561,지에스커넥트,대전서구청 갈마1동행정복지센터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 신갈마로 191대전서구청 갈마1동행정복지센터(316-3 갈마1동행정복지센터),09:00~18:00,관계자 외 출입제한,7kW,,"('36.3508290743545', '127.367809591914')","(988360.0523545702, 1816974.3025720913)"
43562,지에스커넥트,대전서구청 관저2동행정복지센터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 관저중로 82대전서구청 관저2동행정복지센터(1104 관저2동행정복지센터),주중:09시~18시,,,,"('36.2992846016925', '127.335193629809')","(985418.3038848691, 1811236.6942732017)"
43563,지에스커넥트,대전서구청 괴정동주민센터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 가장로 57대전서구청 괴정동주민센터(74-5 괴정동행정복지센터),주중:09시~18시,,,,"('36.3371691973193', '127.38206598472')","(989645.8866214091, 1815453.770499663)"
43564,지에스커넥트,대전서구청 도마2동주민센터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 도림1길 14대전서구청 도마2동주민센터(155-16 도마2동행정복지센터),주중:09시~18시,,,,"('36.3127878086842', '127.373596956026')","(988882.0351023213, 1812739.78681632)"
43565,지에스커넥트,대전서구청 둔산3동행정복지센터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산북로 232-52대전서구청 둔산3동행정복지센터(1808 둔산3동행정복지센터),주중:09시~18시,,,,"('36.3534436206748', '127.399966075683')","(991260.358855231, 1817265.337515131)"
43566,지에스커넥트,대전서구청 용문동행정복지센터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 계룡로662번길 6대전서구청 용문동행정복지센터(용문동 256-29),주중:09시~18시,,,,"('36.3367724463255', '127.394317749187')","(990750.9163996477, 1815409.6066606117)"
43567,지에스커넥트,대전서구청 정림동행정복지센터,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 정림동로 10대전서구청 정림동행정복지센터(636 정림동행정복지센터),주중:09시~18시,,,,"('36.3044977445513', '127.366729701686')","(988262.6532523935, 1811816.9887293326)"
43577,지에스커넥트,대진자동차공업사,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로756번안길 79대진자동차공업사,24시간 이용가능,,,,"('36.444360438039', '127.433160250649')","(994254.2583788713, 1827385.6289620544)"
43603,지에스커넥트,대화동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 동심5길 10대화동주민센터(229-25 대화동행정복지센터),주중:09시~18시,,,,"('36.3664595533278', '127.411398281339')","(992291.4697384728, 1818714.1897266444)"
43614,지에스커넥트,대흥동주민센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 대흥로 중구문화원 3층대흥동주민센터(대흥동 448),주중:09시~18시,,,,"('36.323355907996', '127.424213444029')","(993447.3143862833, 1813916.1615308796)"
43651,지에스커넥트,덕암동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 덕암북로104번길 60덕암동주민센터(48-2 덕암동행정복지센터),주중:09시~18시,,,,"('36.4400556319116', '127.426997748213')","(993698.4405847413, 1826906.4448694428)"
43708,지에스커넥트,도안동행정복지센터,1,DC콤보,대전광역시 ,서구 ,대전광역시 서구 원도안로242번길 33도안동행정복지센터(도안동 행정복지센터),24시간 이용가능,,50kW,,"('36.3236338558206', '127.346744698885')","(986460.135478503, 1813947.1009442196)"
44132,지에스커넥트,레이크모텔,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 계룡로921번길 11레이크모텔,24시간 이용가능,,,,"('36.3213225287469', '127.416075002172')","(992713.2796580876, 1813689.81847115)"
44136,지에스커넥트,레자미멀티홈,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 온천북로 7레자미멀티홈(레자미 멀티홈),08:00~22:00,거주자외 출입제한,7kW,,"('36.357466870495', '127.344056885719')","(986217.7121447229, 1817713.1805206898)"
44518,지에스커넥트,목동주민센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 목중로39번길 39(목동)(목동 주민센터),09:00~18:00,지하주차장 운영으로 인한 오후6시이후 출입제한,,,"('36.3358939236591', '127.408474979059')","(992027.8068122956, 1815311.8150123288)"
44524,지에스커넥트,목상동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 대덕대로1470번길 7목상동주민센터(184-2 목상동행정복지센터),주중:09시~18시,,,,"('36.4483620200493', '127.41221915859')","(992365.5075482168, 1827831.0600425422)"
44613,지에스커넥트,문지동효성헤링턴플레이스,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 문지로 300(문지동, 효성해링턴플레이스)(656 효성해링턴플레이스)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3940857420008', '127.40755233703')","(991944.5904788896, 1821789.3642547897)"
44949,지에스커넥트,법1동행전복지센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 계족로663번길 36법1동행전복지센터(283-3 법1동행정복지센터),주중:09시~18시,,,,"('36.370743534331', '127.426762961717')","(993677.2643639364, 1819191.0556966856)"
45159,지에스커넥트,부사동주민센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 보문로68번길 20부사동주민센터(128-11 부사동주민센터),주중:09시~18시,,,,"('36.3142576219527', '127.433654223262')","(994298.8115082161, 1812903.3972360531)"
45384,지에스커넥트,비래동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 비래동로 10비래동주민센터(140-5 비래동행정복지센터),주중:09시~18시,,,,"('36.3549079867727', '127.450018741288')","(995774.7850117857, 1817428.3415899037)"
45463,지에스커넥트,사이언스빌리지,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로 522사이언스빌리지,24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.379248109244', '127.379733882509')","(989435.5461111917, 1820137.7317820024)"
45475,지에스커넥트,산내동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 산내로 1326산내동주민센터(낭월동 190-1),주중:09시~18시,,,,"('36.2819886902572', '127.467792718772')","(997377.8826268655, 1809311.4215938447)"
45549,지에스커넥트,삼성동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 태전로 138-12삼성동주민센터(322-1 삼성동주민센터),주중:09시~18시,,,,"('36.3404562793925', '127.421587374799')","(993210.4599555053, 1815819.6679161715)"
45567,지에스커넥트,삼성자동차공업,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신일동로33번길 85삼성자동차공업,24시간 이용가능,,,,"('36.4450293267721', '127.407528506946')","(991942.4411597028, 1827460.0854720909)"
45579,지에스커넥트,삼성푸른아파트,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 전민로 71삼성푸른아파트,24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3994408298774', '127.397094547606')","(991001.3656267312, 1822385.4591424714)"
46065,지에스커넥트,석봉동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 석봉로37번길 15석봉동주민센터(189-24 석봉동행정복지센터),주중:09시~18시,,,,"('36.448116643601', '127.425671281398')","(993578.8018719362, 1827803.7462710855)"
46068,지에스커넥트,선비마을3단지,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 동춘당로114번길 601주차장 지하2층,24시간 이용가능,거주자외 출입제한,,,"('36.3690462186055', '127.441508127943')","(995007.1828265948, 1819002.12112641)"
46290,지에스커넥트,성진자산관리㈜관평디티비안S,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 테크노중앙로 50성진자산관리㈜관평디티비안S(관평동 940),24시간 이용가능,,7kW,,"('36.4262783297742', '127.390649187115')","(990420.0358686197, 1825372.8417691027)"
46584,지에스커넥트,송촌동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 동춘당로94번길 11송촌동주민센터(460-6 송촌동행정복지센터),주중:09시~18시,,,,"('36.3657087811662', '127.439858454071')","(994858.3929312415, 1818630.6184655076)"
47073,지에스커넥트,신명개발,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 문정로90번길 51(783 럭시드),24시간 이용가능,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,,"('36.3442246413639', '127.389367506998')","(990304.4366258102, 1816239.138400662)"
47256,지에스커넥트,신탄진행정복지센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신탄진로 830신탄진행정복지센터(120-1 신탄진동행정복지센터),주중:09시~18시,,,,"('36.4515516344014', '127.429382506498')","(993913.5303316858, 1828186.1079619736)"
48247,지에스커넥트,오정동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 한밭대로972번길 92오정동주민센터(87-8 오정동행정복지센터),주중:09시~18시,,,,"('36.353844343994', '127.409893720838')","(992155.768129023, 1817309.9435285993)"
48446,지에스커넥트,용두동행정복지센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 동서대로1322번길 111용두동행정복지센터(28-10 용두동행정복지센터),주중:09시~18시,,,,"('36.3251697376957', '127.410395218856')","(992201.000001143, 1814118.065707997)"
48551,지에스커넥트,용전동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 계족로 515용전동주민센터(28-8 용전동주민자치센터),주중:09시~18시,,,,"('36.3577215013692', '127.432382543267')","(994184.1142116225, 1817741.5244369523)"
48651,지에스커넥트,운성모터스,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 한밭대로 1088지상주차장,24시간 이용가능,,,,"('36.3584585789556', '127.41930740631')","(993004.8215692481, 1817823.5713036337)"
48749,지에스커넥트,원앙마을2단지,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 관저북로 80원앙마을2단지(984 원앙마을2단지),24시간 이용가능,거주자외 출입제한,,,"('36.3099759862348', '127.339149530525')","(985775.1004999786, 1812426.7923285018)"
49066,지에스커넥트,유천1동주민센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 계백로1566번길 57유천1동주민센터(297-21 유천1동행정복지센터),주중:09시~18시,,,,"('36.3150165338528', '127.395308766772')","(990840.2997652144, 1812987.8745619673)"
49108,지에스커넥트,으뜸자동차,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 대전로 265으뜸자동차,09:00~18:00,,,,"('36.2919722473581', '127.462324823195')","(996884.713871201, 1810422.728725653)"
49132,지에스커넥트,은행선화동행정복지센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 보문로337번길 33은행선화동행정복지센터(194-1 은행선화동행정복지센터),주중:09시~18시,,,,"('36.3324121665772', '127.416664233728')","(992766.4245269282, 1814924.2475914955)"
49137,지에스커넥트,읍내동현대아파트,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 계족로761번길 24읍내동현대아파트(54 현대아파트),08:00~22:00,거주자외 출입제한,7kW,,"('36.3789140920764', '127.426204238825')","(993626.8711789289, 1820100.551080099)"
49579,지에스커넥트,재단법인희영학술문화재단,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 계룡로 825재단법인희영학술문화재단(35-17 희영빌딩),24시간 이용가능,,7kW,,"('36.3267842155492', '127.407836053487')","(991970.1798651705, 1814297.7792844917)"
49671,지에스커넥트,제이파크아파트,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 진잠로149번길 24(교촌동, 제이파크)(617 제이파크)",24시간 이용가능,거주자외 출입제한,,,"('36.3050597014743', '127.319712795919')","(984022.0329651585, 1811879.5422591004)"
49868,지에스커넥트,중리동주민센터,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 중리남로 47중리동주민센터(207-1 중리동행정복지센터),주중:09시~18시,,,,"('36.3605741264851', '127.426424208')","(993646.710973379, 1818059.0608223944)"
49869,지에스커넥트,중문공업사,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 대화로119번길 17중문공업사,24시간 이용가능,,,,"('36.3653498325279', '127.406930100744')","(991888.4687972353, 1818590.6625482265)"
49924,지에스커넥트,중촌동주민센터,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 대종로 663-7중촌동주민센터(102-1 중촌동행정복지센터),주중:09시~18시,,,,"('36.3389045210051', '127.412425892702')","(992384.1536257309, 1815646.9358783485)"
50030,지에스커넥트,진달래아파트,1,DC차데모+DC콤보,대전광역시 ,서구 ,"대전광역시 서구 월평동로 45(월평동, 진달래아파트)(312-1 진달래아파트)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.3586485129233', '127.365742858289')","(988173.6463715411, 1817844.7135649289)"
50057,지에스커넥트,진잠동주민센터,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 원내로 5진잠동주민센터(213-4 진잠동주민센터),주중:09시~18시,,,,"('36.299524008983', '127.316627253605')","(983743.7370390355, 1811263.3435953474)"
50296,지에스커넥트,체리모텔,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 온천북로 76체리모텔,24시간 이용가능,,,,"('36.3558382608438', '127.351091589664')","(986852.1968641487, 1817531.8938808653)"
50495,지에스커넥트,카신모터스,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 아리랑로55번길 7카신모터스,24시간 이용가능,,,,"('36.3778144669058', '127.411900166781')","(992336.7365537271, 1819978.1476839893)"
50731,지에스커넥트,통운모터스,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 유등천동로 790통운모터스,24시간 이용가능,,,,"('36.3475164185779', '127.405421063931')","(991752.3634534442, 1816605.558450877)"
50832,지에스커넥트,판암동주민센터,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 옥천로 157-7판암동주민센터(판암1동 309-7),주중:09시~18시,,,,"('36.3173901031993', '127.458061164526')","(996500.1594826322, 1813252.0854555345)"
51042,지에스커넥트,하우스토리1차,1,AC완속,대전광역시 ,중구 ,"대전광역시 중구 계룡로 923(문화동, 하우스토리1차)(1-135 하우스토리1차)",24시간 이용가능,거주자외 출입제한,,,"('36.3208351504112', '127.415251789942')","(992639.0312483669, 1813635.5665632503)"
51125,지에스커넥트,한국과학기술정보연구원,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대학로 245한국과학기술정보연구원(52-11 한국과학기술정보연구원),09:00~18:00,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,,"('36.3634609018051', '127.359676931032')","(987626.539032866, 1818380.398594956)"
51185,지에스커넥트,한국토지주택공사토지주택연구원,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 엑스포로539번길 99한국토지주택공사토지주택연구원(462-2 LH토지주택연구원),24시간 이용가능,,7kW,,"('36.4049798177375', '127.399509212383')","(991219.152745495, 1823002.0246260676)"
51304,지에스커넥트,한온시스템,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신일서로 95후문 공장동 연구동 사이  (전원설비 3상3선 방식으로 B형 컨넥터 SM3  충전 사용안됨),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,,"('36.4371535334572', '127.408797102595')","(992056.8602682708, 1826583.4014214026)"
51875,지에스커넥트,회덕동주민센터,1,AC완속,대전광역시 ,대덕구 ,"대전광역시 대덕구 대전로 1376회덕동주민센터(회덕동행정복지센터, 회덕어린이집)",주중:09시~18시,,,,"('36.3762762692618', '127.421431569856')","(993196.4073590747, 1819806.9251433031)"
52178,에버온,LG화학 대전기술원,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 문지로 188(104-1 LG화학기술연구원),24시간 이용가능,사업장 거주자외 출입제한,,,"('36.386991267249', '127.395333760472')","(990842.554035025, 1820999.6516995933)"
52262,에버온,SK텔레콤 대전둔산사옥,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 문정로 41지하2층 13,14기둥 부근(594 SK텔레콤빌딩 지하2층 13,14기둥 부근)",24시간 이용가능,외부인 사용불가,7kW,,"('36.3471601371936', '127.384102369842')","(989829.5553660891, 1816565.8994356282)"
56595,에버온,금강로하스엘크루1,1,AC완속,대전광역시 ,대덕구 ,"대전광역시 대덕구 대덕대로 1587 (석봉동, 금강로하스엘크루)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.4534314198074', '127.421987137953')","(993246.5160020116, 1828395.3539157803)"
56642,에버온,금호한사랑아파트1,1,AC완속,대전광역시 ,중구 ,"대전광역시 중구 동서대로 1388 (목동, 금호한사랑아파트)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.332214782428', '127.411547946667')","(992304.968581407, 1814902.276022595)"
57168,에버온,대전 서구 삼익목화아파트 3-1주차장,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 복수서로 50(274-1 삼익목화아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3086572338647', '127.374579681847')","(988970.6706044943, 1812279.9970631304)"
57175,에버온,대전 성원상떼빌,1,AC완속,대전광역시 ,유성구 ,"대전광역시 유성구 온천서로 36-19 (장대동, 성원상떼빌)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3583404916535', '127.340146163857')","(985864.9903695403, 1817810.4265637707)"
57176,에버온,대전 오량마을마루미아파트 2,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 복수중로 30B, C주차장 B17기둥 우측","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3064109134596', '127.376884830599')","(989178.5800873359, 1812029.9507258097)"
57203,에버온,대전 하나로아파트,1,AC완속,대전광역시 ,서구 ,"대전광역시 서구 청사로 5 (월평동, 하나로아파트)","24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3601902683434', '127.365675199468')","(988167.543984235, 1818016.332134998)"
57209,에버온,대전_드리움아파트1단지1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대정로28번길 501주차장 23번 기둥 우측(316-1 대전드리움아파트1단지 1주차장 23번 기둥 우측),24시간 이용가능,외부인 사용불가,7kW,,"('36.3141771989312', '127.321609046176')","(984193.0624529201, 1812894.4450483257)"
57222,에버온,대전대덕 신탄서우아파트,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 석봉로30번안길 57(177-2 서우아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.4455115112192', '127.428459472273')","(993830.2786247417, 1827513.7592287986)"
57225,에버온,대전대덕 양지마을아파트 101동,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 대전로1185번길 30(55-5 삼익양지마을아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3598542964055', '127.413832847698')","(992511.0518509955, 1817978.9338402916)"
57230,에버온,대전대덕 한남아파트,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 대전로1020번길 85(464-1 한남아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3494137976612', '127.419300788305')","(993004.2246680736, 1816816.7628227966)"
57234,에버온,대전대덕구_대전직업능력개발원,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 신일동로 70지하주차장(1687-1 대전직업능력개발원),"평일 09시~18시 이용가능, 주말/공휴일 이용불가",시설 상황에 따라 이용에 제한이 있을수 있음,7kW,"평일 09시~18시 이용가능, 주말/공휴일 이용불가","('36.4397432697303', '127.410064071346')","(992171.1326411784, 1826871.6746651684)"
57236,에버온,대전동구 대성동삼익세라믹103동,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 대전로340번길 20103동 3-4라인 뒷편 옥외,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,입주민만 사용가능 거주자외 출입제한,"('36.2986986218884', '127.461284171778')","(996790.853855556, 1811171.4666665671)"
57240,에버온,대전동구 새피앙아파트101동,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 홍도로46번길 20101동 지하주차장 비상계단 옆,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",거주자외 출입제한,,입주민만 사용가능 거주자외 출입제한,"('36.3508586664422', '127.429897267359')","(993959.9584263169, 1816977.596578203)"
57243,에버온,대전동구 어진마을아파트1,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 계족로 65(353 어진마을아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3217415652928', '127.44330348261')","(995169.1121858222, 1813736.4629984703)"
57248,에버온,대전동구 위드힐아파트B1,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 대전로542번길 121지하주차장 1층 휀룸실 쪽 F18기둥 우측,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,입주민만 사용가능 거주자외 출입제한,"('36.3148163911269', '127.442910279718')","(995133.6478324452, 1812965.5959255628)"
57272,에버온,대전동구 한숲아파트P1주차장,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 계족로489번길 73P1주차장 휀룸실 좌측,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,입주민만 사용가능 거주자외 출입제한,"('36.3553072924848', '127.429073784009')","(993885.6855633284, 1817472.789804217)"
57282,에버온,대전동구_큰솔5차아파트,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 동서대로1572번길 165지하주차장 2층 변전실 입구 우측,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",외부인 사용불가,7kW,입주민만 사용가능 거주자외 출입제한,"('36.3416324516395', '127.433935601225')","(994324.1899774887, 1815950.592054043)"
57285,에버온,대전동구_효동현대아파트,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 대전로 646(135-1 효동현대아파트),24시간 이용가능,외부인 사용불가,7kW,,"('36.3188802445439', '127.44176790469')","(995030.6130061337, 1813417.9586695519)"
57287,에버온,대전서구 가수원계룡아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 가수원로 98(643 계룡아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3026922845494', '127.350946530604')","(986839.1134767458, 1811616.0162146243)"
57294,에버온,대전서구 내동롯데아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 신갈마로 46,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",,,입주민만 사용가능 거주자외 출입제한,"('36.3393946707503', '127.367783668294')","(988357.714212, 1815701.49628222)"
57298,에버온,대전서구 내동코오롱아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 동서대로 967(151 코오롱아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3356073268023', '127.369554778606')","(988517.4568874803, 1815279.9128428216)"
57304,에버온,대전서구 둔산시티빌5차,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 문정로2번길 123(677 둔산시티빌5),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3430047138865', '127.3868163266')","(990074.3366824882, 1816103.3437042204)"
57305,에버온,대전서구 둔산청솔아파트1,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산로 223(1811 청솔아파트),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3519333476051', '127.398129737198')","(991094.7330211474, 1817097.2233633935)"
57311,에버온,대전서구 아이누리아파트 102동,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 계룡로686번길 18(리베라 아이누리아파트1단지),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3354214141303', '127.395813596787')","(990885.8321618758, 1815259.2182070126)"
57316,에버온,대전서구 은아아파트3단지,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 가수원로 106(762 은아아파트3단지),24시간 이용가능,외부인 사용불가,7kW,외부인 사용불가,"('36.3037425730492', '127.350468700537')","(986796.0163004649, 1811732.9277611286)"
