index,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용가능시간,이용자 제한,충전용량,비고,GCS,POLYGON
103447,스타코프,대우토피아 관리위원회,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 대덕대로 223대우토피아 관리위원회(둔산동 1033),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3529083201445', '127.378839658662')","(989354.8929136865, 1817205.7512082693)"
103479,스타코프,대전 대덕구 중리로32번길 7-11 (저압수용가),1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 중리로32번길 7-11대전 대덕구 중리로32번길 7-11 (저압수용가)(중리동 390-19),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,3kW,,"('36.362421693229', '127.425569218889')","(993569.5964948665, 1818264.7203962558)"
103480,스타코프,대전 동구 가양남로13번길 93 (저압수용가),1,AC완속,대전광역시 ,동구 ,대전광역시 동구 가양남로13번길 93대전 동구 가양남로13번길 93(가양동 174-55),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,3kW,,"('36.3431415784806', '127.446215024252')","(995431.7143786452, 1816118.5786147814)"
103481,스타코프,대전 동구 우암로296번길 26-8 (저압수용가),1,AC완속,대전광역시 ,동구 ,대전광역시 동구 우암로296번길 26-8대전 동구 우암로296번길 26-8(가양동 397-11),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,3kW,,"('36.3455400719822', '127.448784697989')","(995663.4823013302, 1816385.5639094)"
103482,스타코프,대전 서구 가수원중로49번길 34 (저압수용가),1,AC완속,대전광역시 ,서구 ,대전광역시 서구 가수원중로49번길 34대전 서구 가수원중로49번길 34 (저압수용가)(가수원동 798-3),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.2995576894592', '127.353610674231')","(987079.4019714578, 1811267.0926952949)"
103483,스타코프,대전 유성구 문지로316번길 26 (저압수용가),1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 문지로316번길 26대전 유성구 문지로316번길 26 (저압수용가)(문지동 642-8),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,3kW,,"('36.3947934217315', '127.4083195789')","(992013.7907247607, 1821868.138736051)"
103484,스타코프,대전 유성구 은구비로156번길 107-9 (저압수용가),1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 은구비로156번길 107-9대전 유성구 은구비로156번길 107-9 (저압수용가)(죽동 604-3),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3822647216021', '127.324741504476')","(984475.5898970214, 1820473.5222015462)"
103485,스타코프,대전 중구 과례로 48-8 (저압수용가),1,AC완속,대전광역시 ,중구 ,대전광역시 중구 과례로 48-8대전 중구 과례로 48-8 (저압수용가)(문화동 245-1),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3122560297916', '127.412149310096')","(992359.2076665915, 1812680.59251614)"
103486,스타코프,대전 중구 동서대로1331번길 37 (저압수용가),1,AC완속,대전광역시 ,중구 ,대전광역시 중구 동서대로1331번길 37대전 중구 동서대로1331번길 37 (저압수용가)(용두동 722-1),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3313634709062', '127.407065583339')","(991900.6884495401, 1814807.5133487298)"
103487,스타코프,대전 중구 선화로82번길 27 (저압수용가),1,AC완속,대전광역시 ,중구 ,대전광역시 중구 선화로82번길 27대전 중구 선화로82번길 27 (저압수용가)(선화동 406-1),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3278873396721', '127.417521645706')","(992843.7575323468, 1814420.572162086)"
103488,스타코프,대전광역시 유성구 상대서로 75-36 (저압수용가),1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 상대서로 75-36대전광역시 유성구 상대서로 75-36(상대동 459-26),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,3kW,,"('36.3449403235596', '127.330363565596')","(984982.6633858583, 1816318.8036662731)"
103620,스타코프,도룡포레미소지움,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대덕대로541번길 99도룡포레미소지움(도룡포레미소지움 아파트),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3844530226576', '127.373754370631')","(988896.2328798351, 1820717.1101877668)"
103745,스타코프,동기포에버아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 도마로57번길 42동기포에버아파트(포에버 아파트),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3244361162546', '127.37695022554')","(989184.4782873339, 1814036.4035577932)"
104803,스타코프,목련아파트,16,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산남로 127목련아파트(1510 목련아파트),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3510400984394', '127.393068208181')","(990638.2158964288, 1816997.792453319)"
106116,스타코프,선비마을1단지 아파트,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 계족로690번길 21선비마을1단지 아파트(440-4 선비마을1단지아파트),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3726516574', '127.430109193488')","(993979.0727901262, 1819403.456021892)"
106567,스타코프,송강한마을 아파트,21,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 구즉로 16송강한마을 아파트(200-4 한마을아파트),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.4308370341288', '127.384516771319')","(989866.931694492, 1825880.288224296)"
107285,스타코프,신용보증기금 (대전),1,AC완속,대전광역시 ,동구 ,대전광역시 동구 대전로 853신용보증기금 (대전)(정동 5-1),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3353949290187', '127.430482912424')","(994012.7798169049, 1815256.2700500465)"
107286,스타코프,신용보증기금 (대전중앙),2,AC완속,대전광역시 ,서구 ,대전광역시 서구 둔산서로 45신용보증기금 (대전중앙)(둔산동 1180),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3507490580338', '127.382588192898')","(989692.9864157841, 1816965.395655753)"
109089,스타코프,정보통신기획평가원,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 유성대로 1548,09:00~18:00,,,,"('36.4063981948197', '127.383753275914')","(989798.0693554925, 1823159.9094912629)"
109297,스타코프,주식회사씨티에이엠씨 (대림빌딩),1,AC완속,대전광역시 ,중구 ,대전광역시 중구 보문로 246주식회사씨티에이엠씨 (대림빌딩)(452-3 대림빌딩),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.324609359881', '127.422864348453')","(993325.6347058442, 1814055.6879546882)"
110000,스타코프,테크노월드,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 대덕대로 408테크노월드(만년동 301),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.3693462251766', '127.380015145828')","(989460.9142403175, 1819035.5159814388)"
110511,스타코프,한국빌딩 (저압수용가),1,AC완속,대전광역시 ,중구 ,대전광역시 중구 선화서로 34한국빌딩 (저압수용가)(371-4 한국빌딩),09:00~18:00,해당 시설 정책에 따라 이용이 불가할 수 있습니다,3kW,,"('36.326900722207', '127.418812060114')","(992960.1445516169, 1814310.7480769174)"
111408,LG헬로비전,남대전e편한세상,1,AC완속,대전광역시 ,동구 ,대전광역시 동구 산내로 1330(남대전 e편한세상),24시간 이용가능,거주자외 출입이 제한될 수 있습니다.,7kW,입주민 전용,"('36.2827588305761', '127.470414141531')","(997614.3179760629, 1809397.1487971086)"
111443,LG헬로비전,대덕테크노밸리6단지,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 배울2로 78(672 대덕테크노밸리6단지아파트),24시간 이용가능,거주자외 출입이 제한될 수 있습니다.,7kW,입주민 전용,"('36.420211965313', '127.39103493024')","(990454.827399343, 1824697.5720208816)"
111479,LG헬로비전,대흥현대2차아파트,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 보문로162번길 23(106-48 현대아파트),24시간 이용가능,거주자외 출입이 제한될 수 있습니다.,7kW,입주민 전용,"('36.3185872592634', '127.426005745754')","(993608.9683899211, 1813385.3453806771)"
111598,LG헬로비전,맑은아침아파트,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 갈마로 262(맑은아침 아파트),24시간 이용가능,거주자외 출입이 제한될 수 있습니다.,7kW,입주민 전용,"('36.3324132494214', '127.382596531787')","(989693.7385295463, 1814924.368126939)"
112457,한국전기차인프라기술,구봉마을7단지아파트1,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 관저로 48(구봉마을 7단지),24시간 이용가능,거주자외 출입제한,7kW,입주민 외 사용불가,"('36.2973344928039', '127.327302356358')","(984706.5621455414, 1811019.6203491685)"
112568,한국전기차인프라기술,내동탑스빌,1,AC완속,대전광역시 ,서구 ,대전광역시 서구 도산로253번길 75(17-1 내동탑스빌아파트),24시간 이용가능,거주자외 출입제한,7kW,,"('36.3321030227488', '127.37952856933')","(989417.0281926286, 1814889.8356341354)"
112619,한국전기차인프라기술,대덕테크노밸리9단지,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 배울2로 19(898 대덕테크노밸리9단지아파트),24시간 이용가능,거주자외 출입제한,7kW,입주민 외 사용불가,"('36.4225782893024', '127.387176402282')","(990106.8131761474, 1824960.976406614)"
112644,한국전기차인프라기술,대전 중앙로센텀시티1,1,AC완속,대전광역시 ,중구 ,대전광역시 중구 중앙로138번길 48(중앙로 센텀시티),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,7kW,거주자 외 출입제한,"('36.3263232466385', '127.425851729798')","(993595.077148528, 1814246.467108598)"
113151,한국전기차인프라기술,스카이뷰로드,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 대학로 45(607-3 스카이뷰로드),24시간 이용가능,거주자외 출입제한,7kW,입주자 외 사용불가,"('36.357946844586', '127.342391235139')","(986067.4812538179, 1817766.6082343813)"
113830,한국전기차인프라기술,한라비발디아파트1,1,AC완속,대전광역시 ,유성구 ,대전광역시 유성구 상대로 17(한라비발디 아파트),24시간 이용가능,거주자외 출입제한,7kW,입주민 외 사용불가,"('36.3446952200975', '127.333472361723')","(985263.0566552568, 1816291.5202819332)"
113954,한국전기차인프라기술,황용미래아파트,1,AC완속,대전광역시 ,대덕구 ,대전광역시 대덕구 우암동로18번길 30(135-5 미래아파트),24시간 이용가능,거주자외 출입제한,7kW,입주자 외 사용불가,"('36.3577746785783', '127.453030268602')","(996046.4052644371, 1817747.4437912595)"
