 ID	   위도	     경도	        지오이드고	       정밀도
50665	35.79902	128.49416	  28.685		-
50666	35.77656	128.54073	  28.930		-
50667	35.76039	128.63165	  29.172		-
50668	35.92658	128.45314	  28.372		-
50669	35.67774	128.47421	  28.851		-
50670	35.78285	128.48530	  28.712		-
50671	35.67684	128.37553	  28.526		-
50672	35.85921	128.38884	  28.304		-
50673	35.85382	128.45979	  28.487		-
50674	35.76488	128.47864	  28.749		-
50675	35.79902	128.42321	  28.495		-
50676	35.89334	128.44205	  28.388		-
50677	35.88706	128.49527	  28.532		-
50678	35.79542	128.42099	  28.496		-
50679	35.75140	128.63941	  29.193		-
50680	35.69930	128.52632	  29.095		-
50681	35.75769	128.49416	  28.818		-
50682	35.70469	128.38773	  28.521		-
50683	35.73164	128.67489	  29.280		-
50684	35.69840	128.43762	  28.677		-
50685	35.66606	128.42321	  28.655		-
50686	35.68403	128.36666	  28.501		-
50687	35.77296	128.41545	  28.525		-
50688	35.75500	128.54849	  29.017		-
50689	35.77656	128.58508	  29.060		-
50690	35.69840	128.39438	  28.542		-
50691	35.78285	128.40658	  28.481		-
